tweet_id	tweet_text	class_label
920352459297558529	California wildfire hero dodged debris with disabledÂ roommate https://t.co/9rFTxP3oXv https://t.co/3NJmwfhc2o	affected_individuals
909421137590915073	I survived hurricane Irma. My god is MERCIFUL. https://t.co/T1GFGiuVyX	affected_individuals
921875031533203457	Yet Puerto Rico doesn't even have clean water yet https://t.co/18a6kiWE5J	affected_individuals
919655873001136128	Roommates run for lives as California wildfires engulf them:Â video https://t.co/U0iDuRFtJo https://t.co/6TZQRYy3OB	affected_individuals
913419277830520833	For many of the survivors of Mexico's earthquake, the difficulties are only just beginning https://t.co/5yePjjlMdF https://t.co/06MxpnqZqh	affected_individuals
905255756026363904	Ravaged by Harvey, Houston Dreamers fear deportation https://t.co/hCsfeC8qcM https://t.co/CcVcAIJWaR	affected_individuals
921617294945525760	California residents during the emotional return to their wildfire-ravaged neighborhoods: https://t.co/yWYipJ8iPf https://t.co/kWBIu8V0wy	affected_individuals
904556415527813120	Public Officials Warn Texans of Health Threats in Harveyâ€™s Wake https://t.co/puoOnw86gb https://t.co/Yv3tTn5J0B	affected_individuals
930002146593869824	RT @PressTV: Dozens rushed to hospitals in #Kermanshah after strong #earthquake hit western #Iran https://t.co/frRl7FfhQO	affected_individuals
907657079187374080	Harvey evacuees seeking apartments have another resource https://t.co/ApIeDcZFVw https://t.co/32o7L1hl9R	affected_individuals
910674965355220992	Denver woman describes Mexico City earthquake https://t.co/cZkcRBZcmA https://t.co/KZXsIq8mfk	affected_individuals
920084522317774849	Watch this footage of a couple escaping the California Wildfires (Bottom of Page) https://t.co/u5jvPwb7O2 https://t.co/FmDUgaEfuu	affected_individuals
909394026301927424	Physicians WEIGHT LOSS Davie 954-680-2001 As we put the chaos of Hurricane Irma behind us. We are shocked there's L‚Ä¶ https://t.co/F9T3rXQ5sn	affected_individuals
909730737401716736	Our Hurricane Irma Survival Moments Video | Bhavna's Kitchen https://t.co/Ga5xYn2xvE https://t.co/s2ej9ffWfQ	affected_individuals
909494333170008064	Watch These Rockaway Beach Surfers Take on Hurricane Irma's Ocean Surge https://t.co/eYgB1asF3w https://t.co/fdbs9yI3jF	affected_individuals
909928890616791040	#Harvey &amp; #Irma victims, their families &amp; survivors are STILL IN THIS FAMILIES THOUGHTS &amp; ·Ω§F·ºøBPRAYERS! https://t.co/hIF9SkwnqT	affected_individuals
913833524901187585	Webb: Evansville man seeks help for family after Hurricane Maria https://t.co/SM6rwoyYGK https://t.co/IQfwQpJQrA	affected_individuals
872297618147340289	Over 420,000 women/children directly affected by #SriLanka #FloodSL - @WFP https://t.co/SD35cUyAx6 https://t.co/wGsZC00w0G	affected_individuals
919583506891714560	California wildfire survivors reunite with lost pup https://t.co/brTDQ1ufsZ https://t.co/dbtg0pStFQ	affected_individuals
907027448226656256	After tornado ravaged homes, Palm Bay cop persuades 93-year-old to leave trailer https://t.co/QoKktqpqFz https://t.co/e79FruPxCj	affected_individuals
904692950780846082	RT @callerdotcom: Harvey 2017: Homeless shelter up, running after storm https://t.co/qEaWdeIwYc https://t.co/Lsni63MJ63	affected_individuals
911580776759742464	Over 150 Nigerian Medical Students Currently Stranded in Dominican Republic After… https://t.co/8LV3V75Bh5 https://t.co/dKZfczMW17	affected_individuals
