tweet_id	tweet_text	class_label
923807511592910848	Puerto Rico residents are fleeing to Florida https://t.co/zEHTPQk1lo #bright #hiring https://t.co/kWDbmGUArA	affected_individuals
928659732113567746	Thousands still without running water in Puerto Rico (Miami Herald) https://t.co/Pz8E8ggSa9	affected_individuals
913068210882322432	Woman who survived Mexico earthquake back in Ottawa https://t.co/YYbfVbbfMD https://t.co/WN264bgMYO	affected_individuals
909894826103119872	Houston, Hurricane Harvey, and Heavy-hearted Immigrants. https://t.co/HBLYb54uRJ https://t.co/cbH8gxaQfq	affected_individuals
908512454006775808	Another happy client!!! Glad I was able to assist this family get into a new home after Harvey!!! #realtorlife https://t.co/KMkJ4bWJsC	affected_individuals
917965776384077825	Deadly California Wildfire Affecting Thousands, Including Delaware County Native https://t.co/HFDrPZIQWD #philly https://t.co/jJH8zwOICt	affected_individuals
927285578084896768	RT @AmyRoseKathryn: ὢ2 Puerto Rico's stray dog packs all killed by hurricane https://t.co/2D5Fj6PPj2 https://t.co/Bb2X4VZV4d	affected_individuals
911933848962953216	Hey everyone I'm okay i survived #HurricaneMaria it was horrible á½¡E https://t.co/SU9uXYSH6g	affected_individuals
906195501338558465	Keep praying for Texas! These families have a long road ahead of them. #PrayforTexas https://t.co/xc2tq4vf8O https://t.co/XuzmW1hk4Y	affected_individuals
909833119880028163	RT @capmaisonhotel: We're sending our thoughts to those affected by #Harvey &amp; #Irma. https://t.co/xxr8tK9yiV https://t.co/h5m3N11mAz	affected_individuals
906274604251054080	HISD to close community feeding sites launched in the wake of Hurricane Harvey https://t.co/7kvRh0ehs9 https://t.co/WUVneUwjEs	infrastructure_and_utility_damage
918235098591514626	Wildfires destroy Northern California wineriesMetal racks... https://t.co/AY10VfjI5L #News #NewsPhotos #WorldNews https://t.co/VfVwhUy9cm	infrastructure_and_utility_damage
869993768467873792	Rohingya camps in Bangladesh destroyed by Cyclone Mora | Bangladesh News - https://t.co/p0nTvP1Vht camps ... https://t.co/0JLQhTz6sI	infrastructure_and_utility_damage
914262901350961153	This house was lifted off its stilts and moved across the street by #hurricanemaria #dominica https://t.co/Oipxyhp5gj	infrastructure_and_utility_damage
912943041320833024	Puerto Rico, with almost no electricity, endures stifling heat https://t.co/piGz11P1r1 âžœ https://t.co/zaEQYKQHpZ https://t.co/U7E1CA00kO	infrastructure_and_utility_damage
910255209041022977	#PuertoRico As it braces for Cat5 #Maria, 70,000 people still don't have power due to #Irma https://t.co/s8rWrUf78T https://t.co/aZMjSgyN9F	infrastructure_and_utility_damage
920983411707334657	Clovis fire destroys shopping center storefronts https://t.co/HhkCaJm9x2 #FRE #California #cawx https://t.co/6ndannJzDb	infrastructure_and_utility_damage
912959167417192448	RT @CARICOMorg: #HurricaneMaria could cost Dominica billions of dollars, says #CDEMA https://t.co/gmG86kgUxY https://t.co/ap8I1jYHqz	infrastructure_and_utility_damage
911646354685997056	Powerless Puerto Rico's storm crisis deepens with dam threat #HurricaneMaria https://t.co/v3YSyweuXj https://t.co/CXDZprtuwc	infrastructure_and_utility_damage
