tweet_id	tweet_text	class_label
909429380702642177	Hurricane Irma victims the media doesn't want you to see https://t.co/KMnX8v1nkp	affected_individuals
910052122921771008	Pinellas Co. grandma stuck in her home after Irma https://t.co/9nD4fajUsT https://t.co/mFgVYnlDIp	affected_individuals
908012562469572608	Those Affected by Harvey and Irma Should Review Their Insurance Coverage https://t.co/8hAZhdNK9b https://t.co/YOyzzNEmCu	affected_individuals
909720414271807488	Desperation spreads among seniors week after Hurricane Irma https://t.co/jh10YziLcM https://t.co/uTKmWBUrX9	affected_individuals
911655630460669953	RT @theipaper: â€˜Miracleâ€™ baby born in Mexico City as â€˜world fellâ€™ during earthquake https://t.co/6OVKNW7QqO https://t.co/d5Ozp3JSf1	affected_individuals
904589659564630016	Astros return home, huddle with Harvey evacuees https://t.co/YSydrBskep https://t.co/qB6j6VsI8q	affected_individuals
921875031533203457	Yet Puerto Rico doesn't even have clean water yet https://t.co/18a6kiWE5J	affected_individuals
907361650600140800	Harvey victims face temporary housing shortage in Houston https://t.co/6knOqsk6M3 https://t.co/voz7N0xMpZ	affected_individuals
921482506922323969	A Mishawaka woman found herself right in the middle of the California wildfires. Her story tonight at 6 https://t.co/gyJLqLQEo7	affected_individuals
922606066034270208	Families of Halifax students continue to confront hurricane aftermath https://t.co/PzgzbbKyhR https://t.co/ou6Ra4zd9X	affected_individuals
920353785892999169	Vallejo family fighting wildfires on two fronts in California #Bills https://t.co/XMcFds2JHX https://t.co/Ftpp72E1Bi	affected_individuals
918056566334599168	Grove City native says her husband's family got hit by California wildfires https://t.co/tYDxOnZvmb https://t.co/T0ErTOLB5z	affected_individuals
904445080374833153	How East Texans have responded to #Harvey's destruction https://t.co/cNRC56Ddi7 https://t.co/v6SFBsshRK	affected_individuals
909833119880028163	RT @capmaisonhotel: We're sending our thoughts to those affected by #Harvey &amp; #Irma. https://t.co/xxr8tK9yiV https://t.co/h5m3N11mAz	affected_individuals
907698831156019202	@RoomsToGo They do not support hurricane Harvey victims especially theyâ€™re customers who are victims! https://t.co/NYrr5I7Rj3	affected_individuals
904956922738212865	Harvey Victims Buying Cars in #Colorado Springs https://t.co/IsNd0CWKWF #usa #vacation #travel https://t.co/qfdt03iuHQ	affected_individuals
909890385098440706	After Hurricane Irma, U.S. Virgin Islands residents feel forgotten https://t.co/hXzXsx9Iyw https://t.co/YudXU0yvFl	affected_individuals
927252238652887046	Maria&amp;apos;s smallest victims: In Puerto Rico, children&amp;apos;s mental health a growing concern - ... https://t.co/tBjwlEVfRT	affected_individuals
909413901665734656	RT @ndn: Collier, Lee residents struggle to find normality a week after Hurricane Irma https://t.co/pAppKG50Pv https://t.co/DpRwtS0y1f	affected_individuals
930671304470073344	Residents scarred by devastating earthquake near #Iran-#Iraq border #statemedia https://t.co/V9uaHDuATX https://t.co/PNVGlNhUsc	affected_individuals
901779677429342208	Folks at KHOU in Houston had to move to their 2nd floor bc of flooding... #Harvey https://t.co/pCLkfoQdD4	affected_individuals
910100679771000833	Watch: Woman Gasps After Irma Treats Massive Tree Like a Rag Doll https://t.co/TgGRWnaipf https://t.co/L1ueSKICPL	affected_individuals
919631918077005826	RT @WGNNews: Woman flees California wildfire on bike with 70-pound dog in duffel bag https://t.co/heGydT5Ys5 https://t.co/AkZVynejRJ	affected_individuals
910265397819125760	Oops, I electrocuted my finger 20 minuets ago and it's still tingling‚ö°Ô∏è'twas an after Irma casualty! https://t.co/Xh52GO6Tgd	affected_individuals
910178011756027904	BVI facing Hurricane #Maria - not recovered from #Irma. Urgent help needed @BorisJohnson @foreignoffice… https://t.co/5CusY5xZOO	affected_individuals
920236266335162368	#BEARFIRE Fire in Santa Cruz mountains forces evacuations near Bear Crk Canyon Rd. https://t.co/hGrXVj6Xso https://t.co/n4Hbl5xsds via @KTVU	infrastructure_and_utility_damage
909220520461180928	Rookeries take a hit from Harvey https://t.co/erVqcVOoe3 https://t.co/AFJeBjic7h	infrastructure_and_utility_damage
929055117210472448	Our team in Puerto Rico working on water supply problems at Cruz-Garcia and Jose-Padin schools. https://t.co/MzMma1cqmH	infrastructure_and_utility_damage
921854452465917953	RT @MSNBC: Lester Holt: Puerto Rico is the equivalent to a war zone https://t.co/wfAJ0w7b3T https://t.co/LwBItnKSQg	infrastructure_and_utility_damage
909760536446930944	RT @I4Ultimate: #I4Ultimate crews have repaired #Irma damage to WB I-4 on-ramp from SR-434. Ramp is open! https://t.co/f9tJm5kKM5	infrastructure_and_utility_damage
908019661543002112	Houston home sales plunged 25 percent in August as Harvey approached https://t.co/0SiihFEyLD https://t.co/CSZ8pvmWm3	infrastructure_and_utility_damage
901663546701905920	RT @BBCJamesCook: The little town of Rockport has suffered severe damage from #HurricaneHarvey. https://t.co/fBZFMABaKZ	infrastructure_and_utility_damage
910532720870137856	Sad day for Mexico City. Our home was hitting by an aggressive Earthquake, again on September 19th. https://t.co/pBrVZgpfl3	infrastructure_and_utility_damage
920081216837115904	Searchers pick through burned-out California homes for bodies https://t.co/XWMH8UG3AJ https://t.co/gEeDT1O2va	infrastructure_and_utility_damage
