tweet_id	tweet_text	class_label
917791291823591425	RT @Cal_OES: PLS SHARE: Weâ€™re capturing wildfire response, recovery info here: https://t.co/r89LKpjLPj https://t.co/HiA1oQF2Ax	other_relevant_information
917793137925459968	RT @KAKEnews: California wildfires destroy more than 50 structures: https://t.co/IkSrNpmT83 #KAKEnews https://t.co/8risKwbBqr	infrastructure_and_utility_damage
917815040962695168	RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z	infrastructure_and_utility_damage
917828283047260161	Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr	other_relevant_information
917830092620836864	Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5	not_humanitarian
917832022017445888	RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe	not_humanitarian
917834588814155776	RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate â€” VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl	affected_individuals
917839142880468994	Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2	other_relevant_information
917949723167875077	Can all my friends and followers share and post in all social media ? ---CALIFORNIA BURNED CAT FROM WILDFIRES --- https://t.co/orDzEWIUJD	other_relevant_information
917954508231184385	RT @riellarose: When the entire state of California is on fire https://t.co/LuhKo2R2Wn	other_relevant_information
917991257594572800	Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California #Wildfires https://t.co/VjIgVAQBLL	rescue_volunteering_or_donation_effort
918010136072945664	Images from Space show the true devastation of California's Wildfires https://t.co/CE4qsS1XUT https://t.co/h9ZAZmWFjy	infrastructure_and_utility_damage
918046279120408576	The devastating #wildfires in California still not letting up. Details right now at 5:30 #ABC11 https://t.co/61S0Rb0lbu	other_relevant_information
918060571517480960	Wildfires hits #California #BRupdates #fire #injuries https://t.co/AphMxZYLEe	other_relevant_information
918104972268535810	#CaliforniaWildfires so awful! My heart goes out to all affected https://t.co/XJTP0gMwQd https://t.co/yxz1NMZoOr	not_humanitarian
918312987299012608	RT @azhaayanna: meanwhile california is on fire and it looks like we're living in blade runner. https://t.co/7f0pPHGe8B	not_humanitarian
918315972976631808	RT @TheStalwart: These photos coming out of California are unreal https://t.co/9L5hoKF1VP https://t.co/1JqXEaDzjb	other_relevant_information
918354135350616064	Anyways, I drove through the Redwood Forest then next to the California wildfires https://t.co/yiK5BQh7PF	other_relevant_information
919562679404003328	RT @CCTV: 23 people killed in wildfires sweeping the Bay Area in California https://t.co/j5ggOPMRNY	injured_or_dead_people
919566012604874754	RT @CringeyPops: tf california why don't you just turn off fire spreads lol y'all dumb https://t.co/HlViwPh5eq	other_relevant_information
919578094398144513	During our Summer long research on the #IRCURVE The Great Basin Inhale and Exhale was noted https://t.co/XTZmqqpZOl https://t.co/hHkjPqvSqw	not_humanitarian
919605179443490822	"The conspiracy nuts are saying the California Wildfires ""set by an atmospheric weapon."" :/ https://t.co/Mzhra0MaGj"	other_relevant_information
919668662688239627	Galifornia in Spain (picture), the Amazon in Brazil, California... The world in on fire á½¢Dá½¢1 https://t.co/hpPOaiIpLs	not_humanitarian
919715738104995840	#California #wildfire north of #Yosemite today. https://t.co/bd5JVikVuW	other_relevant_information
919718726890545152	Old Ranger Station building next to the Fire Station in Oak Grove, California. #rangerstation #OakGrove https://t.co/37W82pGho0	other_relevant_information
919730693285986304	Oak Grove, California. Fire trucks. #firestation #firetrucks https://t.co/n7VBAgY7KB	other_relevant_information
919734115364147205	RT @Animals1st: California wildfires leave family pets with burns and smoke inhalation https://t.co/hns17DKafC https://t.co/1yaFKgQzRT	affected_individuals
919784813535612929	At least 70,000 people still unable to go home tonight as California wildfires continue raging. https://t.co/4KP2kyQNo5	affected_individuals
919806240183631872	Scottsdale fire crew helps battle Northern California fires https://t.co/Ufnv07ocNP https://t.co/yR4KY0IlGE	rescue_volunteering_or_donation_effort
919871048652394496	Red sun down Crosby Beach, looks like the California sun in the wildfires @LivEchonews #Liverpool #HurricaneOphelia https://t.co/gaavQlPNuU	not_humanitarian
919905731263987712	Aftermath in Mogadishu, wildfires in California and more photos from around the world today: https://t.co/dnUb5AVNaH https://t.co/JJ3B4QgIns	other_relevant_information
919935983314984960	#Hotels #Destroyed by Killer #California #Wildfires https://t.co/Z6DqybUpqi #event #meeting #planner https://t.co/vFclzDzTxz	infrastructure_and_utility_damage
919965129898205190	@FoxNews @POTUS 2/ Obama responding to Colorado fire. Trump on California devastating fires. https://t.co/pzoyZcocQ0	other_relevant_information
919974245106626561	Stunning maps and images from the @nytimes https://t.co/VnfXOeIKGI https://t.co/u2SECvuSzt	other_relevant_information
920005307148804096	On the road to our live shot location this afternoon: Some of what the California wildfires left behind. https://t.co/qxFqMn6CJD	infrastructure_and_utility_damage
920016499473047552	Hollow tree catches fire in California ends up being a beautiful spectacle. https://t.co/Xb0rd1wo86	not_humanitarian
920281575748788224	Red Cross continues to provide safe evacuation centers where people can find refuge from the #California #Wildfires https://t.co/Mj9Zbvr4YH	rescue_volunteering_or_donation_effort
920303079714471936	Why tf is California still on fire, just use a burn heal https://t.co/rO3fhw2ylR	other_relevant_information
920307211666116608	#California #cannabis industry will absorb #wildfire losses https://t.co/4mXneQnwvP https://t.co/RJhDts3uHI	other_relevant_information
920310501451509762	California may be on fire but damn that sunrise https://t.co/zyAk7wL6zC	not_humanitarian
920474622205628416	@MaureenKTVU @KTVU Engineered drought causing wildfires https://t.co/r9GtyEHoUN https://t.co/0TfRT8FTjo	other_relevant_information
920533661170016256	#Oil #refinery fire in #ElSegundo, #California right now... https://t.co/YlnoUsFlbl	other_relevant_information
920831780629782528	Fighting the wildfire in Santa Cruz, California with Washington Strike Team 2 with Cowlitz and Clark Counties. https://t.co/c9yTjK5e2K	rescue_volunteering_or_donation_effort
920886980745056256	RT @TangoSierraFire: Acrylic painting on wood with gesso primer. I had the California wildfires on my mind. https://t.co/tJWeq8GKkf	not_humanitarian
920916661519007745	Not only California, Northern Spain &amp; Portugal also got devastated by wildfires https://t.co/5s5mo7TLF9 https://t.co/e5e1SoW84U	other_relevant_information
921095476455321600	Obama-nation destroyed 164 Million trees in Californiaâ€™s forests. Fire tinderbox https://t.co/sj5R0C7CX4 https://t.co/Upd9UQGuYi	infrastructure_and_utility_damage
921623155835224064	Reuters-California wildfire aftermath from above https://t.co/wIpWeBL3CL @Reuters https://t.co/Ii02FTgdHL	other_relevant_information
921895226905477120	@IsraelinUSA @IsraAID @IsraelinSF @IsraelinLA @IsraelMFA @ISRAEL21C California Wildfires What's left of a Corvetteá½£1 https://t.co/nmDrGMZFPN	other_relevant_information
922144749632479232	Residents recall the night they had to flee the #redwoodvalleyfire. https://t.co/rw44YA4N9j https://t.co/BEMx2XbOFB	affected_individuals
922569327034769408	Some images of @CALFIRERRU at the #ExtensionFire in Lambs Canyon this afternoon. https://t.co/4WqHJyjXRp https://t.co/7HjsXEyBtY	not_humanitarian
922734446276640768	ASPCA Assists in Sheltering of Animals Displaced by California Wildfires via @ASPCA https://t.co/5ZY3CSV6tg https://t.co/JSuDna4IPB	rescue_volunteering_or_donation_effort
922785728928665600	Which is common among wildfires in California, Russia, Portugal and Italy? #wildfire https://t.co/05umGNBMSM https://t.co/F4s935nJKq	other_relevant_information
922890988863021056	@MLB @Athletics .... Getting ready to wrap this up and send this in. cc: @steinersports https://t.co/u8ekIRmuza https://t.co/wKjeoVrflW	not_humanitarian
922948121939927040	the Windows hill under fire in California :(( https://t.co/p02g9lkMOy	other_relevant_information
923577783367946240	Ravaged by fire, California winemakers with New Orleans ties keep pouring it on for Loyola https://t.co/PVPGfvPWCa https://t.co/iiVYwP1rSv	infrastructure_and_utility_damage
923649563746897920	The Windows background is on fire in California right now, believe In global warming yet lol https://t.co/vLiwIRxInW	infrastructure_and_utility_damage
923706401049911297	California why are you on so much fire https://t.co/wSCOcZC8A0	other_relevant_information
923725791086526466	Go to https://t.co/MDFk59X16v and grab a shirt to support people affected by the northern california wildfires . á½¤Fá¼¿E https://t.co/CNZBuLmwEr	rescue_volunteering_or_donation_effort
869972354004393987	Pak Navy continues Humanitarian Assistance and Disaster Relief Operations in Flood Stricken Sri Lanka. RESPECT https://t.co/LzDAR9i17Z	rescue_volunteering_or_donation_effort
869977622377320448	RT @DisastersChart: #Sentinel2 was used to map the #flood in Matara, #SriLanka, on 28 May: https://t.co/LCo1VVKgEZ https://t.co/f9o3enK8ka	other_relevant_information
870008928054259712	@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf	not_humanitarian
870035816990425089	After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5	rescue_volunteering_or_donation_effort
870052558928138240	RT @mir_sidiquee: Live: Cyclone Mora kills four, crossing over #Rangamati https://t.co/r4SMN7zjRU https://t.co/fKLuPNF2NA	injured_or_dead_people
870106080763940866	RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn	not_humanitarian
870109024036864000	Indian Air Force plane delivers critical helicopter spare parts for Sri Lankan Air Force #FloodSL @SushmaSwaraj https://t.co/vK1a6MTg1c	rescue_volunteering_or_donation_effort
870113671699193857	#India, #Srilanka have religious relationships. #Indian_Navy playing vital role, to help in fighting flood. à¤œà¤¯ à¤¹à¤¿à¤‚à¤¦! https://t.co/x2vcAm19Fz	rescue_volunteering_or_donation_effort
870140525889822724	Authorities and military aid recovery in Mora-hit areas of Rakhine State https://t.co/7i2TclWec2 https://t.co/89Sq3sDOuM	rescue_volunteering_or_donation_effort
870176000109182977	These are the peoples were affected by the Flood #SriLankaFloods #SriLanka #lka @MaithripalaS https://t.co/2Geg2Jkw4H	other_relevant_information
870182877706715139	Death toll in flood-hit Sri Lanka hits 202, hospitals to be evacuated https://t.co/4JLY4HWRp0 https://t.co/xSBRuW7rMR	injured_or_dead_people
870248079043158017	Assesment going on in #mora effected Sonoya,Gandamara and shekerkhil community under Baskhali upazilla, Chittagong. https://t.co/ElLfIM1lZu	other_relevant_information
870272043538886657	Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB	rescue_volunteering_or_donation_effort
