tweet_id	tweet_text	class_label
909429380702642177	Hurricane Irma victims the media doesn't want you to see https://t.co/KMnX8v1nkp	affected_individuals
910052122921771008	Pinellas Co. grandma stuck in her home after Irma https://t.co/9nD4fajUsT https://t.co/mFgVYnlDIp	affected_individuals
908012562469572608	Those Affected by Harvey and Irma Should Review Their Insurance Coverage https://t.co/8hAZhdNK9b https://t.co/YOyzzNEmCu	affected_individuals
909720414271807488	Desperation spreads among seniors week after Hurricane Irma https://t.co/jh10YziLcM https://t.co/uTKmWBUrX9	affected_individuals
911655630460669953	RT @theipaper: â€˜Miracleâ€™ baby born in Mexico City as â€˜world fellâ€™ during earthquake https://t.co/6OVKNW7QqO https://t.co/d5Ozp3JSf1	affected_individuals
904589659564630016	Astros return home, huddle with Harvey evacuees https://t.co/YSydrBskep https://t.co/qB6j6VsI8q	affected_individuals
921875031533203457	Yet Puerto Rico doesn't even have clean water yet https://t.co/18a6kiWE5J	affected_individuals
907361650600140800	Harvey victims face temporary housing shortage in Houston https://t.co/6knOqsk6M3 https://t.co/voz7N0xMpZ	affected_individuals
921482506922323969	A Mishawaka woman found herself right in the middle of the California wildfires. Her story tonight at 6 https://t.co/gyJLqLQEo7	affected_individuals
922606066034270208	Families of Halifax students continue to confront hurricane aftermath https://t.co/PzgzbbKyhR https://t.co/ou6Ra4zd9X	affected_individuals
920353785892999169	Vallejo family fighting wildfires on two fronts in California #Bills https://t.co/XMcFds2JHX https://t.co/Ftpp72E1Bi	affected_individuals
918056566334599168	Grove City native says her husband's family got hit by California wildfires https://t.co/tYDxOnZvmb https://t.co/T0ErTOLB5z	affected_individuals
904445080374833153	How East Texans have responded to #Harvey's destruction https://t.co/cNRC56Ddi7 https://t.co/v6SFBsshRK	affected_individuals
909833119880028163	RT @capmaisonhotel: We're sending our thoughts to those affected by #Harvey &amp; #Irma. https://t.co/xxr8tK9yiV https://t.co/h5m3N11mAz	affected_individuals
907698831156019202	@RoomsToGo They do not support hurricane Harvey victims especially theyâ€™re customers who are victims! https://t.co/NYrr5I7Rj3	affected_individuals
904956922738212865	Harvey Victims Buying Cars in #Colorado Springs https://t.co/IsNd0CWKWF #usa #vacation #travel https://t.co/qfdt03iuHQ	affected_individuals
909890385098440706	After Hurricane Irma, U.S. Virgin Islands residents feel forgotten https://t.co/hXzXsx9Iyw https://t.co/YudXU0yvFl	affected_individuals
927252238652887046	Maria&amp;apos;s smallest victims: In Puerto Rico, children&amp;apos;s mental health a growing concern - ... https://t.co/tBjwlEVfRT	affected_individuals
909413901665734656	RT @ndn: Collier, Lee residents struggle to find normality a week after Hurricane Irma https://t.co/pAppKG50Pv https://t.co/DpRwtS0y1f	affected_individuals
930671304470073344	Residents scarred by devastating earthquake near #Iran-#Iraq border #statemedia https://t.co/V9uaHDuATX https://t.co/PNVGlNhUsc	affected_individuals
901779677429342208	Folks at KHOU in Houston had to move to their 2nd floor bc of flooding... #Harvey https://t.co/pCLkfoQdD4	affected_individuals
910100679771000833	Watch: Woman Gasps After Irma Treats Massive Tree Like a Rag Doll https://t.co/TgGRWnaipf https://t.co/L1ueSKICPL	affected_individuals
919631918077005826	RT @WGNNews: Woman flees California wildfire on bike with 70-pound dog in duffel bag https://t.co/heGydT5Ys5 https://t.co/AkZVynejRJ	affected_individuals
910265397819125760	Oops, I electrocuted my finger 20 minuets ago and it's still tingling‚ö°Ô∏è'twas an after Irma casualty! https://t.co/Xh52GO6Tgd	affected_individuals
910178011756027904	BVI facing Hurricane #Maria - not recovered from #Irma. Urgent help needed @BorisJohnson @foreignoffice… https://t.co/5CusY5xZOO	affected_individuals
905200151148539906	More than 1,000 Hurricane Harvey evacuees remain in Smith County: https://t.co/P5peMHHXt3 https://t.co/uTwZK5KCwO	affected_individuals
905230715566006272	80 Percent of Harvey Victims Don't Have Flood Insurance. Do You? https://t.co/wWMzMhh61d https://t.co/WBu2JfZIjB	affected_individuals
920352459297558529	California wildfire hero dodged debris with disabledÂ roommate https://t.co/9rFTxP3oXv https://t.co/3NJmwfhc2o	affected_individuals
908679128823496704	A Mansfield teacher stepped up to welcome foreign exchange students displaced by Harvey https://t.co/XbFKWVqdkc https://t.co/byue45P254	affected_individuals
930102201825091585	70,000 people need shelter after this 7.3-magnitude earthquake hit the border of Iran and Iraq. #SendingPrayersὤFἿD https://t.co/BL3FXUGhnM	affected_individuals
904294924283109377	Social Media Saved Harvey Victims In Texas — But That's Not Really A Plan https://t.co/Msd9ppVFUs https://t.co/XBkB6BB9OK	affected_individuals
908512454006775808	Another happy client!!! Glad I was able to assist this family get into a new home after Harvey!!! #realtorlife https://t.co/KMkJ4bWJsC	affected_individuals
870168489759199233	Ctg people suffer for Mora fallout https://t.co/yMefgRzmNZ https://t.co/36ZcMd3U5k	affected_individuals
911580776759742464	Over 150 Nigerian Medical Students Currently Stranded in Dominican Republic After… https://t.co/8LV3V75Bh5 https://t.co/dKZfczMW17	affected_individuals
917965776384077825	Deadly California Wildfire Affecting Thousands, Including Delaware County Native https://t.co/HFDrPZIQWD #philly https://t.co/jJH8zwOICt	affected_individuals
