tweet_id	tweet_text	class_label
912165621198188544	;Despacito; made this neighborhood famous. Hurricane Maria left it in ruins https://t.co/rnneIgfwJr https://t.co/znqV8Pmwwc	little_or_no_damage
909259117801410560	Dallas plans to help Houston remove #Harvey debris; how this affects residents here: https://t.co/Mh9XVdxWkw https://t.co/wigxeQ1Vv5	little_or_no_damage
909927770624593920	Officials estimate Irma recovery cost will be more than $100M https://t.co/yqfDd9A20R https://t.co/pLgtFL23pr	little_or_no_damage
905930890735439873	Some of the devastation from #Harvey friends and family who lost everything ὢ2 prayers neededὉ4 @DonnieWahlberg #BH❤ https://t.co/2rNeqYEEQJ	little_or_no_damage
901697361541509120	House is flooded. Me &amp; cats will sleep upstairs. Still have power. Hope neighbors ok!#HurricaneHarvey please stop! https://t.co/oKHgCThWuI	little_or_no_damage
909912459640700930	WOW! ·Ω¢E The photos from our crews out in South #Florida show the destruction left by #Hurricane #Irma. #roofing‚Ä¶ https://t.co/pCVRLRkS6x	mild_damage
913100552979996672	RT @bertandpatty: Bethesda Methodist Church after #HurricaneMaria #Dominica https://t.co/ZLG4oQX7WZ	mild_damage
905555871069073408	Photos I took of the disastrous damage left behind by #HurricaneHarvey https://t.co/Fc4jljjUgE	mild_damage
914262901350961153	This house was lifted off its stilts and moved across the street by #hurricanemaria #dominica https://t.co/Oipxyhp5gj	mild_damage
907585969347551232	Travelers releases Harvey lossÂ estimate https://t.co/71SMhtl371 https://t.co/nNaMKdF5kn	mild_damage
912944540226609152	RT @AJEnglish: Devastated scenes after #HurricaneMaria https://t.co/loD2EMN8H5 https://t.co/j6gAErpwWg	severe_damage
914618645921325059	How To Help Puerto Communication And Other Island After Physical Entity Entity https://t.co/p0wGYvbAuw https://t.co/kaxeyyEqQS	severe_damage
918021142815952897	California wildfires force Congress to consider funding reforms â€“ WashingtonÂ Examiner https://t.co/CQMSGzxjWg https://t.co/zt0bhAQwsl	severe_damage
871328241956597761	Cyclone Mora may have subsided but with it the season of cyclones is back: https://t.co/2CMJ020RLk https://t.co/GAjBuaVnXK	severe_damage
906048371714084864	RT @chicagotribune: Flood insurance policies in Houston plunged before Harvey https://t.co/00GaC21M45 https://t.co/xE7T7McGRv	severe_damage
