tweet_id	tweet_text	class_label
915215372604858368	Family members waiting to reunite w/ loved ones evacuating in aftermath of Hurricane Maria via @RoyalCaribbean @wsvn https://t.co/XaVz9dXTFp	informative
910253209180020736	Red Cross event to benefit victims of Hurricanes Harvey and Irma https://t.co/XYPnBZf9bR #chicago https://t.co/vf2Kf8i91r	informative
905922415980630016	Girl Scout Troop 17606 @RAEinKaty supporting Harvey relief efforts and #raeinkaty community Ὁ7 #texasstrong https://t.co/XfkhXiPj6n	informative
904997956486496258	Fossil fuel didnt cause Hurricane Harvey Its saving lives (video) https://t.co/k3CNjDRTCQ https://t.co/fgbFoABPCn	informative
914663754117386240	@JLo Just 1 pic of the damage done to my optometry school by hurricane Maria in .... https://t.co/yiZIrXvR1g https://t.co/BvMsCCU5eN	informative
911620469513695232	RT @BumblePR: Help #BuildPuertoRico by supporting the Hurricane Maria Relief Fund https://t.co/DyHJ5XYXj0 https://t.co/kTplpz8fzZ	informative
905185045685559297	What They Saved: Texans Reflect on Treasures Plucked From Harvey #HurricaneHarvey2017 #Floods https://t.co/mgITSb0RDN	informative
909747693160943616	Irma packed a punch https://t.co/oq60Sxsq2O	informative
909483252855042049	RT @WLOS_13: Hurricane puppies: Miami dogs evacuate to Myrtle Beach after Irma https://t.co/NqOrmgUWKU https://t.co/8ADjfMR7nu	informative
905548405606363137	RT @BrettMcWx: I tweeted a Harvey comparison to Iowa, now here's how Irma's size compares to our region. #iawx https://t.co/7dwDCq56X1	informative
914258646678347776	I'm doing a heckuva job! Brownie. 2 scoops of ice cream. #PuertoRico #TrumpStump #HurricaneMaria https://t.co/Zu5yquwkLh	not_informative
904375409441087488	Texans are unstoppable! #HoustonStrong #TexasStrong #Harvey #HarveyRecovery #SundayMorning #Americans á¼ŸAá¼Ÿ8â¤ https://t.co/NUhUHRw7V6	not_informative
910768948848799744	"I'm sá»rry, ""Chris Sale"" #mrfrankvisser #HowIMadeIt Paulo Freire Hurricane Maria https://t.co/BbiX0uRDVP"	not_informative
909909840704581632	Martin Prado‚Äôs season in doubt after Hurricane Irma as Marlins‚Äô days dw... #FishFamily https://t.co/FV35y1ajLm https://t.co/lKg3TrIFKc	not_informative
920504423931154432	Help save California from the wildfires by going to https://t.co/eGOn4wGawS and donating. https://t.co/4CnCPFxsN0	not_informative
910175990273409027	House back together after Irma·ºüA·ºü8 https://t.co/fJSKfA7H4e	not_informative
906524603606093824	180 Ways to Walk the Recognition Talk by Eric Harvey https://t.co/wDkpbGJrNo #books #EricHarvey https://t.co/6KeYtfnTo9	not_informative
877471526504759296	40 dana do mora and counting á¼°Aá¼°Aá¼°Aá½Fá½Fá½Fá½‚0á½‚0á½‚0á½‚1á½‚1á½‚1á½9á½9á½9á½Aá½Aá½Aá½‚Cá½‚Cá½‚Cá½Dá½C #NeoiPoroi https://t.co/WsciXEKESA	not_informative
919985855048978432	California Woman Escapes Wildfires On Bike Carrying Her 70-Pound Pit Bull https://t.co/ZvMQLwSSLx #uplifting https://t.co/5R87EX3E73	not_informative
880086747333263360	Mas adam don't forget mimpY mora, med bubuG á½ƒD ( @udawoojong ) https://t.co/t8SaXYjfNj	not_informative
