tweet_id	image_id	tweet_text	image_path	class_label
930102201825091585	930102201825091585_0	70,000 people need shelter after this 7.3-magnitude earthquake hit the border of Iran and Iraq. #SendingPrayersὤFἿD https://t.co/BL3FXUGhnM	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\iraq_iran_earthquake\13_11_2017\930102201825091585_0.jpg	affected_individuals
911621942536474624	911621942536474624_0	RT @NBCNews: Another Mexico earthquake sends people panicking into streets https://t.co/sHbpiWnK0O https://t.co/RadDf8uZ84	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\23_9_2017\911621942536474624_0.jpg	affected_individuals
917965776384077825	917965776384077825_0	Deadly California Wildfire Affecting Thousands, Including Delaware County Native https://t.co/HFDrPZIQWD #philly https://t.co/jJH8zwOICt	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\11_10_2017\917965776384077825_0.jpg	affected_individuals
906293811541925894	906293811541925894_0	RT @abc13houston: AT 6: HEB employee waded through chest-deep water to reach work during Harvey https://t.co/78QBDCmvDs	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\8_9_2017\906293811541925894_0.jpg	affected_individuals
920029485423980544	920029485423980544_0	California Fire Evacuees Spend Sleepless Nights atÂ Shelters https://t.co/g7IQueOWEX https://t.co/a8IkdI9tgx	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\16_10_2017\920029485423980544_0.jpg	affected_individuals
922560865144012803	922560865144012803_0	Visiting family in Puerto Rico amid devastation https://t.co/mEN9ooUt5E via @yahoophoto https://t.co/68kT8Alnnu	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\23_10_2017\922560865144012803_0.jpg	affected_individuals
905188910720004096	905188910720004096_0	Austin ISD prepares for 'thousands' of students displaced by #HurricaneHarvey. https://t.co/YtfjQ7FtLY https://t.co/A6xa7TqamH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\5_9_2017\905188910720004096_0.jpg	affected_individuals
906020553558917120	906020553558917120_0	Residents still without power 2 weeks after Harvey https://t.co/K3sJlj2zBZ https://t.co/283ESQdxGg	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\8_9_2017\906020553558917120_0.jpg	affected_individuals
930308604200026112	930308604200026112_1	A terrifying chill runs down the spine seeing these images from earthquake-hit Iraq. God give them strength. https://t.co/CDx08WI1cM	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\iraq_iran_earthquake\14_11_2017\930308604200026112_1.jpg	affected_individuals
905230326359891968	905230326359891968_2	East Texas woman headed to hometown of Rockport, devastated by Harvey: https://t.co/xsVTRpF3LJ https://t.co/qI75WauhrE	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\6_9_2017\905230326359891968_2.jpg	affected_individuals
909816306182103042	909816306182103042_0	Miami family evacuating from Irma finds their home away from home in Kinston! @wnct9 https://t.co/XA4bUr9L23	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909816306182103042_0.jpg	affected_individuals
907404614043041793	907404614043041793_0	Watch Family Airlifted From Hurricane Harvey Floodwaters | NBC Nightly News https://t.co/vAn7jmQT5u https://t.co/nuvDLJ1KYP	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\12_9_2017\907404614043041793_0.jpg	affected_individuals
904837965440053248	904837965440053248_0	#Harvey may be gone but if you’re struggling, reach out. @distressline offers 24/7 support https://t.co/9vwLb2kYco https://t.co/sYbtiX7qUc	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\4_9_2017\904837965440053248_0.jpg	affected_individuals
909922362589454336	909922362589454336_0	“I Don’t Have Anything To Start Over” – Harvey Victims Pray For Relief As 1000s Remain… https://t.co/FuFg25AhIy https://t.co/Rna7BZOKq9	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\18_9_2017\909922362589454336_0.jpg	affected_individuals
916070325019987969	916070325019987969_0	'Wipe out' Puerto Rico debt? Hedge funds, residents at risk of losses #news https://t.co/VmDxdBtLa3	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\5_10_2017\916070325019987969_0.jpg	affected_individuals
910243544551628800	910243544551628800_3	EXCLUSIVE: #Jacksonville couple describes their harrowing escape from #USVirginIslands after #Irma. Their story on‚Ä¶ https://t.co/pX0AxLgpMC	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910243544551628800_3.jpg	affected_individuals
912286834595688448	912286834595688448_1	RT @vinylhxmmo: Thankfully me and my family survived #HurricaneMaria but my island is completely destroyed https://t.co/vwch89PMqF	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\25_9_2017\912286834595688448_1.jpg	affected_individuals
906476295864946689	906476295864946689_0	My Kids and I Tried to Escape Hurricane Harvey — It Was Impossible #fitnessworldabs https://t.co/AQuopElKmO https://t.co/FH6NgsplWm	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\9_9_2017\906476295864946689_0.jpg	affected_individuals
917976747139846144	917976747139846144_0	RT @SF_SevagS: .@StateFarm is #HereToHelp customers affected by #wildfires in Northern California. #SantaRosa https://t.co/QitQNnrAfb	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\11_10_2017\917976747139846144_0.jpg	affected_individuals
917945051736629248	917945051736629248_0	RT @MariaVinci7: Pray for victims of California #wildfires á½’5â¤á½¤Fâ¤á½’5 https://t.co/ov70Qg2pF9	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\11_10_2017\917945051736629248_0.jpg	affected_individuals
913104985436692485	913104985436692485_1	A bathroom door saved this med student's life during Hurricane Maria https://t.co/mygQHQEobR via @nbcnews https://t.co/XfTXxxnxHl	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\27_9_2017\913104985436692485_1.jpg	affected_individuals
906195501338558465	906195501338558465_0	Keep praying for Texas! These families have a long road ahead of them. #PrayforTexas https://t.co/xc2tq4vf8O https://t.co/XuzmW1hk4Y	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\8_9_2017\906195501338558465_0.jpg	affected_individuals
909792403388854273	909792403388854273_0	Irma scarred us for life https://t.co/FKM0ehBH29	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909792403388854273_0.jpg	affected_individuals
918316317152890881	918316317152890881_0	Topeka woman worried for loved ones in path of California wildfires https://t.co/qAx5NHResn https://t.co/NC0kBzdUHT	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\12_10_2017\918316317152890881_0.jpg	affected_individuals
930432485892280320	930432485892280320_0	#Earthquake in #Iran Outside in the town of Sarpol-e Zahab . Thousands homeless. ὏7 by @AttaKenare @afpphoto #AFP https://t.co/VFRPSS4gk7	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\iraq_iran_earthquake\14_11_2017\930432485892280320_0.jpg	affected_individuals
908010314599243776	908010314599243776_0	Pets sent to west coast after overcrowding from Harvey https://t.co/AMrr3LuEaa https://t.co/cVsSJZlpeL	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\13_9_2017\908010314599243776_0.jpg	affected_individuals
905904205738766336	905904205738766336_0	(Buzzfeed):These #Harvey #Victims Blame Army Engineers, Not The Storm, For Flooding Their.. https://t.co/EMmwU4YJe7 https://t.co/2kUGNwDttX	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\7_9_2017\905904205738766336_0.jpg	affected_individuals
905278151718293504	905278151718293504_0	12 Rice Owls football players lose everything during Harvey https://t.co/Fc6pMHFUcD https://t.co/nPRHITwbz5	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\6_9_2017\905278151718293504_0.jpg	affected_individuals
909986190086025216	909986190086025216_0	RT @LiveScience: Dolphins Evacuated by Helicopter in Cuba, Ahead of Hurricane Irma https://t.co/iarpL7Nagu https://t.co/TofsVvchYY	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\909986190086025216_0.jpg	affected_individuals
910674965355220992	910674965355220992_0	Denver woman describes Mexico City earthquake https://t.co/cZkcRBZcmA https://t.co/KZXsIq8mfk	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\21_9_2017\910674965355220992_0.jpg	affected_individuals
905400874880704512	905400874880704512_0	Houston residents battle #Harvey's next wave: Fraud. Story NEXT @SquawkCNBC https://t.co/ovROFloPWG	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\6_9_2017\905400874880704512_0.jpg	affected_individuals
905923641174630402	905923641174630402_0	A-a-and it's the tw-two brothers a-against the hurricane tornado with with fly-flying sh-sharks 2 https://t.co/DrA07zHUm9	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\7_9_2017\905923641174630402_0.jpg	affected_individuals
909442846654001152	909442846654001152_0	IRMA. I ALMOST DIED!! VLOG Watch Now ·ΩÑ9https://t.co/YUeGQMJP1g https://t.co/nmLidJbUmP	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\17_9_2017\909442846654001152_0.jpg	affected_individuals
911622015815122945	911622015815122945_0	RT @CBCNews: People flee homes and hotels as earthquake aftershocks hit Mexico https://t.co/yUsfYrczyl https://t.co/UH7IfyCLld	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\23_9_2017\911622015815122945_0.jpg	affected_individuals
909695665562902528	909695665562902528_0	Battered by Hurricane Irma, thousands flee St. John island in path of the next storm https://t.co/8wdmdrYLqM #pinoy‚Ä¶ https://t.co/2sszyJ9zlj	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909695665562902528_0.jpg	affected_individuals
908894358660960257	908894358660960257_0	Harvey evacuees and displaced residents move to temporary tent shelter https://t.co/nvSB5NQUS6 https://t.co/kzlPHEeDI5	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\16_9_2017\908894358660960257_0.jpg	affected_individuals
905844167774879744	905844167774879744_0	Texas Jobless Claims Surge After Harvey https://t.co/Bsycq07Vj9 https://t.co/DpaxcFp8wY	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\7_9_2017\905844167774879744_0.jpg	affected_individuals
910096842855211008	910096842855211008_0	NEWS: Staffordshire man caught up in Hurricane Irma says it's left Caribbean islanders without food and shelter &gt;&gt;… https://t.co/7IXza9VOVj	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910096842855211008_0.jpg	affected_individuals
910195055180234753	910195055180234753_0	Georgia residents now get Hurricane Irma tax relief https://t.co/AIetBJU31o https://t.co/RDEg2jZGqW	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910195055180234753_0.jpg	affected_individuals
910243544551628800	910243544551628800_0	EXCLUSIVE: #Jacksonville couple describes their harrowing escape from #USVirginIslands after #Irma. Their story on‚Ä¶ https://t.co/pX0AxLgpMC	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910243544551628800_0.jpg	affected_individuals
928659732113567746	928659732113567746_0	Thousands still without running water in Puerto Rico (Miami Herald) https://t.co/Pz8E8ggSa9	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\9_11_2017\928659732113567746_0.jpg	affected_individuals
905200806449831937	905200806449831937_0	RT @IBTimes: From Evacuation to eviction - Harvey victims face a double hardship https://t.co/NYhzducFgI https://t.co/I2d2YM5reH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\5_9_2017\905200806449831937_0.jpg	affected_individuals
904324118614597633	904324118614597633_0	RT @splinter_news: After Harvey: A Katrina survivor on what it takes to start over https://t.co/th2tYmqKnK https://t.co/rZ1nV00HBV	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\3_9_2017\904324118614597633_0.jpg	affected_individuals
913575477498884097	913575477498884097_1	https://t.co/9rEEBHl4TT #COMINGUP: A #HurricaneMaria survivor gives us an inside look. #TuneIn at 10 pm. https://t.co/E8TtWtwvEH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\29_9_2017\913575477498884097_1.jpg	affected_individuals
910222896768983041	910222896768983041_0	GoFundMe campaign for friends' family in St Martin who‚Äîlike so many‚Äîlost everything to Irma. https://t.co/15sNxd7LMX https://t.co/tTF7jEfVdg	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910222896768983041_0.jpg	affected_individuals
910198450347810817	910198450347810817_0	Flood insurance claims from Irma could top $11 billion from Harvey, FEMA official says. https://t.co/t967mqVdZh https://t.co/3bFyEXFykC	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910198450347810817_0.jpg	affected_individuals
