tweet_id	tweet_text	class_label
917971978547589120	(FOLLOW THIS - Images show devastation of ...) https://t.co/9SwDImbPNK - #news #allsorce #breakingnews #products https://t.co/jjNQB01msh	informative
908780033040203776	Former @Shell Oil president named head of Houstonâ€™s #Harvey recovery https://t.co/unlS9Ci7zD via @HOUBizjournal https://t.co/abPK4v3B7u	informative
930025819975618560	Sunday evening a earthquake west of Iran. Many people lost their lives. https://t.co/o9TWvoQHAF	informative
909877473235652614	Hey @CincinnatiZoo, three guesses what we named our @louieslegacy foster pup pulled from Hurricane Irma: https://t.co/RA45TQMpvW	informative
905739571069050880	RT @rickulele: Hurricane #Irma would stretch from San Francisco to Los Angeles ὣ3 https://t.co/nGqbE3l2GR	informative
908361057525272577	Hurricane Harvey &amp; Irma Fundraiser for ASPCA &amp; UNICEF Sunday, September 17 @ 2:00-3:00pm https://t.co/sSXoIIVmSV https://t.co/IpmPAIAZn5	informative
905636468944773120	RT @KMillerWeather: Tropical Storm Jose forms behind Irma. https://t.co/kEqeMSJsBa	informative
909896895165751296	Thursday prior to Irma!Arp 4th grade h/room! How does the salinity in water effect conductivity?Testing the sound o… https://t.co/08DCHhXOZb	informative
915020169554128902	Cars line up to get cellphone service on side of the highway in Caguas, PR #hurricanemaria https://t.co/SRpgHfGSkh	informative
919602405439815681	Two guys barely escape CA wildfire https://t.co/Jbye98zu0m #Crime #Legal #USA #US #Law #Police https://t.co/GokkGcNawf	informative
913081525486407680	#HurricaneMaria Telecoms Coverage Status in #Dominica Update. https://t.co/HDnvg26m0J	not_informative
871346616740962305	Something you can not see him doing this oftenly @RajapaksaNamal á½ŠAá½ŠAá½„Fá½„Fá½„Fá½„Dá½„D #FloodSL https://t.co/eRITmTK4K8	not_informative
909759262037028864	First day back to #ptslifeinthemiddle since #irma. Glad to be back with some of my favorite people. @palmertrinity https://t.co/25DPTjP0PV	not_informative
904433984628805632	UPDATE 2-Colonial delays restart as fuel prices keep rising after Harvey https://t.co/g7VqsKGg9j	not_informative
920011687737954304	Oh, California! Cannabis Update - Wildfires, Wild West, Podcast Episode - https://t.co/Tba4L07BID https://t.co/HGLFdPIe2g	not_informative
912106579436195840	@Totalbiscuit Frida, a better picture. The hero who saved many lives from Earthquake rubble in Mexico City https://t.co/gIDU0ThlPi	not_informative
916095715813744640	Companies pledge money to rebuild Puerto Rico https://t.co/Iy6uQCj2xl https://t.co/RCQjGiLdCo	not_informative
909829378447511552	If your job disappeared in Hurricane Irma, there is something you can do about it. https://t.co/ZAYl4njX6h https://t.co/dD3hsusJRF	not_informative
876641960286498820	JDT shifts Mora back to JDTII, looks for new head coach https://t.co/LOo1IhNhhM https://t.co/0aZUGQPloY	not_informative
920667868169228288	@CNN Problem &amp; Solution https://t.co/tuw45CiQbl Hillary 2020 https://t.co/t4oaHVTbis	not_informative
