image_id	image_path	class_label
909394587201998849_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_irma\17_9_2017\909394587201998849_0.jpg	informative
913620638799196160_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\mexico_earthquake\29_9_2017\913620638799196160_0.jpg	informative
911566354016325632_2	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_maria\23_9_2017\911566354016325632_2.jpg	informative
922767153916506112_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\california_wildfires\24_10_2017\922767153916506112_0.jpg	informative
901754891487600640_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_harvey\27_8_2017\901754891487600640_0.jpg	informative
915996175592955904_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_maria\5_10_2017\915996175592955904_0.jpg	not_informative
910149164402540544_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_irma\19_9_2017\910149164402540544_0.jpg	not_informative
922653434024812544_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_maria\24_10_2017\922653434024812544_0.jpg	not_informative
928824571960217600_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_maria\10_11_2017\928824571960217600_0.jpg	not_informative
909919148096049155_0	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_irma\18_9_2017\909919148096049155_0.jpg	not_informative
