tweet_id	image_id	tweet_text	image_path	class_label
910063271058608128	910063271058608128_0	#ART Dry Tortugas National Park Artists returning to Park after being displaced by Hurricane IRMA. Please donate:… https://t.co/ppq5gOkdo6	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_irma\19_9_2017\910063271058608128_0.jpg	affected_individuals
904837965440053248	904837965440053248_0	#Harvey may be gone but if you’re struggling, reach out. @distressline offers 24/7 support https://t.co/9vwLb2kYco https://t.co/sYbtiX7qUc	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_harvey\4_9_2017\904837965440053248_0.jpg	affected_individuals
920746714637721600	920746714637721600_0	No Sanctuary in Fire-Stricken Californiaâ€™s Immigrant Communities https://t.co/l6hrCxWzP3 https://t.co/ntB9FyICCy	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\california_wildfires\18_10_2017\920746714637721600_0.jpg	affected_individuals
923515947251523584	923515947251523584_0	After Hurricane, Puerto Rico Face Possible Disease Epidemic https://t.co/hSrXYyLJP9 https://t.co/8kVc4fvHVn	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_maria\26_10_2017\923515947251523584_0.jpg	affected_individuals
905749776687390721	905749776687390721_0	Canadian tourists trapped in Hurricane Irma's wake scramble to get out or hunker down https://t.co/d42mQReXeE https://t.co/FQcXMbDSGG	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_irma\7_9_2017\905749776687390721_0.jpg	affected_individuals
909441515839266816	909441515839266816_1	RT @4cast4you: before/after #Irma near St. Maarten airport. Complete devastation.(Slightly diff angle) https://t.co/IdQwaaABrW	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_irma\17_9_2017\909441515839266816_1.jpg	infrastructure_and_utility_damage
901792186030637057	901792186030637057_0	Historic, catastrophic flooding underway in Houston from Tropical Storm Harvey https://t.co/2a6YtgMLkC https://t.co/9uEXEk2XRl	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_harvey\27_8_2017\901792186030637057_0.jpg	infrastructure_and_utility_damage
921421609726029825	921421609726029825_0	Let me show you guys our house after hurricane Maria https://t.co/xevmIR1GNa	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_maria\20_10_2017\921421609726029825_0.jpg	infrastructure_and_utility_damage
909473732116312064	909473732116312064_0	Harvey destroyed over 300,000 cars. Houstonians should not replace them https://t.co/Tw1ZDenFbO https://t.co/YpwPD0qJFn	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_harvey\17_9_2017\909473732116312064_0.jpg	infrastructure_and_utility_damage
907772978116653056	907772978116653056_1	Two weeks after #Harvey: Miles upon miles of gutted homes. So sad... https://t.co/r8HJpxjuzu	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD\data_image\hurricane_harvey\13_9_2017\907772978116653056_1.jpg	infrastructure_and_utility_damage
